route_code,route_name,route_type,start_hour,trips_total,trips_completed,trips_canceled,avg_trip_duration_sec,avg_distance_m,avg_fare_amount
T007,Tram Line 7,tram,2025-12-06 05:00:00,3,3,0,1360.0,5501.33,2.54
T012,Tram Line 12,tram,2025-12-06 05:00:00,6,5,0,1020.0,8446.17,20.18
T019,Tram Line 19,tram,2025-12-06 05:00:00,1,0,0,2460.0,4755.0,3.35
T020,Tram Line 20,tram,2025-12-06 05:00:00,6,6,0,1580.0,6711.17,21.76
T032,Tram Line 32,tram,2025-12-06 05:00:00,3,2,0,2040.0,7090.0,6.34
T035,Tram Line 35,tram,2025-12-06 05:00:00,3,3,0,1080.0,8215.0,22.44
T038,Tram Line 38,tram,2025-12-06 05:00:00,3,2,0,1660.0,5087.0,3.28
T039,Tram Line 39,tram,2025-12-06 05:00:00,4,4,0,1635.0,8215.0,21.19
B006,Bus Line 6,bus,2025-12-05 22:00:00,4,4,0,1125.0,7749.25,6.77
B014,Bus Line 14,bus,2025-12-05 22:00:00,3,3,0,1260.0,4858.67,2.55
B016,Bus Line 16,bus,2025-12-05 22:00:00,2,2,0,2070.0,6275.5,2.48
B017,Bus Line 17,bus,2025-12-05 22:00:00,2,1,0,1320.0,5027.5,17.55
B018,Bus Line 18,bus,2025-12-05 22:00:00,3,3,0,2220.0,7594.67,2.93
B024,Bus Line 24,bus,2025-12-05 22:00:00,3,3,0,1260.0,10995.33,6.67
B029,Bus Line 29,bus,2025-12-05 22:00:00,3,3,0,1600.0,5497.33,20.57
B030,Bus Line 30,bus,2025-12-05 22:00:00,2,2,0,1200.0,5579.0,6.65
B031,Bus Line 31,bus,2025-12-05 22:00:00,7,5,0,1740.0,6849.71,2.84
B037,Bus Line 37,bus,2025-12-05 22:00:00,4,3,0,1560.0,5712.75,6.63
M001,Metro Line 1,metro,2025-12-05 22:00:00,4,4,0,2310.0,5284.0,2.77
M003,Metro Line 3,metro,2025-12-05 22:00:00,6,6,0,1370.0,5281.33,2.91
M004,Metro Line 4,metro,2025-12-05 22:00:00,2,2,0,1020.0,6596.5,2.72
M005,Metro Line 5,metro,2025-12-05 22:00:00,1,1,0,420.0,6640.0,3.45
M008,Metro Line 8,metro,2025-12-05 22:00:00,3,3,0,1600.0,5940.67,2.62
M009,Metro Line 9,metro,2025-12-05 22:00:00,4,4,0,1560.0,7684.5,2.8
M011,Metro Line 11,metro,2025-12-05 22:00:00,4,4,0,1515.0,7559.5,25.23
M013,Metro Line 13,metro,2025-12-05 22:00:00,5,5,0,2076.0,8652.8,6.34
M015,Metro Line 15,metro,2025-12-05 22:00:00,4,4,0,1275.0,7053.0,6.1
M021,Metro Line 21,metro,2025-12-05 22:00:00,6,6,0,1270.0,6113.5,6.3
M022,Metro Line 22,metro,2025-12-05 22:00:00,4,4,0,2205.0,8023.0,6.96
M023,Metro Line 23,metro,2025-12-05 22:00:00,3,2,0,920.0,4846.33,2.97
M025,Metro Line 25,metro,2025-12-05 22:00:00,3,3,0,2200.0,7856.67,3.2
M026,Metro Line 26,metro,2025-12-05 22:00:00,2,1,0,750.0,6497.0,2.64
M027,Metro Line 27,metro,2025-12-05 22:00:00,3,3,0,1280.0,11839.0,25.27
M028,Metro Line 28,metro,2025-12-05 22:00:00,10,9,0,1596.0,6893.4,22.81
M033,Metro Line 33,metro,2025-12-05 22:00:00,4,4,0,1140.0,8460.5,2.62
M034,Metro Line 34,metro,2025-12-05 22:00:00,4,4,0,1620.0,10171.75,22.37
M036,Metro Line 36,metro,2025-12-05 22:00:00,7,7,0,1714.29,5937.43,2.69
M040,Metro Line 40,metro,2025-12-05 22:00:00,4,4,0,1170.0,5631.5,6.15
T002,Tram Line 2,tram,2025-12-05 22:00:00,3,3,0,1360.0,6671.67,2.35
T007,Tram Line 7,tram,2025-12-05 22:00:00,8,7,0,1687.5,8130.12,2.81
T012,Tram Line 12,tram,2025-12-05 22:00:00,1,1,0,1200.0,5509.0,20.96
T019,Tram Line 19,tram,2025-12-05 22:00:00,5,5,0,1656.0,5841.2,3.05
T020,Tram Line 20,tram,2025-12-05 22:00:00,1,1,0,840.0,2148.0,26.84
T038,Tram Line 38,tram,2025-12-05 22:00:00,9,8,0,1733.33,7181.56,2.89
T039,Tram Line 39,tram,2025-12-05 22:00:00,5,5,0,1824.0,8852.8,20.57
B006,Bus Line 6,bus,2025-12-05 21:00:00,6,6,0,1810.0,7332.5,6.81
B014,Bus Line 14,bus,2025-12-05 21:00:00,9,7,0,1620.0,7630.78,2.89
B016,Bus Line 16,bus,2025-12-05 21:00:00,5,5,0,1428.0,6557.4,2.3
B017,Bus Line 17,bus,2025-12-05 21:00:00,3,3,0,1920.0,5681.33,23.67
B018,Bus Line 18,bus,2025-12-05 21:00:00,4,4,0,1095.0,6738.75,3.01
B024,Bus Line 24,bus,2025-12-05 21:00:00,6,5,0,1740.0,7154.17,5.92
B029,Bus Line 29,bus,2025-12-05 21:00:00,5,4,0,1584.0,7145.4,21.66
B030,Bus Line 30,bus,2025-12-05 21:00:00,2,2,0,1770.0,4811.0,6.33
B031,Bus Line 31,bus,2025-12-05 21:00:00,6,6,0,1890.0,5494.0,2.81
B037,Bus Line 37,bus,2025-12-05 21:00:00,4,3,0,1905.0,6765.5,7.2
M001,Metro Line 1,metro,2025-12-05 21:00:00,4,4,0,1200.0,4950.5,2.74
M003,Metro Line 3,metro,2025-12-05 21:00:00,3,3,0,1140.0,6215.67,3.24
M004,Metro Line 4,metro,2025-12-05 21:00:00,5,5,0,1716.0,6289.8,2.86
M005,Metro Line 5,metro,2025-12-05 21:00:00,3,3,0,1900.0,6555.0,2.49
M008,Metro Line 8,metro,2025-12-05 21:00:00,6,5,0,1880.0,7474.0,2.7
M009,Metro Line 9,metro,2025-12-05 21:00:00,5,4,0,1932.0,4526.4,2.91
M010,Metro Line 10,metro,2025-12-05 21:00:00,7,6,0,1097.14,7223.29,22.12
M011,Metro Line 11,metro,2025-12-05 21:00:00,4,3,0,1755.0,10450.5,24.31
M013,Metro Line 13,metro,2025-12-05 21:00:00,5,5,0,1224.0,6977.4,7.35
M015,Metro Line 15,metro,2025-12-05 21:00:00,3,3,0,1980.0,11066.67,6.78
M021,Metro Line 21,metro,2025-12-05 21:00:00,5,5,0,1704.0,6616.6,7.28
M022,Metro Line 22,metro,2025-12-05 21:00:00,4,4,0,1485.0,6426.5,6.56
M023,Metro Line 23,metro,2025-12-05 21:00:00,3,2,0,1420.0,5976.67,2.69
M025,Metro Line 25,metro,2025-12-05 21:00:00,3,3,0,1040.0,6881.33,3.03
M026,Metro Line 26,metro,2025-12-05 21:00:00,6,5,0,1340.0,10330.67,3.07
M027,Metro Line 27,metro,2025-12-05 21:00:00,6,6,0,1510.0,7664.83,20.91
M028,Metro Line 28,metro,2025-12-05 21:00:00,5,5,0,1824.0,7477.2,22.1
M033,Metro Line 33,metro,2025-12-05 21:00:00,6,5,0,1470.0,8203.83,2.49
M034,Metro Line 34,metro,2025-12-05 21:00:00,3,2,0,1040.0,8028.0,24.17
M036,Metro Line 36,metro,2025-12-05 21:00:00,3,3,0,980.0,8320.0,2.62
M040,Metro Line 40,metro,2025-12-05 21:00:00,4,4,0,1455.0,9890.25,5.99
T002,Tram Line 2,tram,2025-12-05 21:00:00,2,2,0,1320.0,13747.5,3.47
T007,Tram Line 7,tram,2025-12-05 21:00:00,1,1,0,1200.0,6648.0,2.93
T012,Tram Line 12,tram,2025-12-05 21:00:00,7,7,0,1748.57,6135.57,20.47
T019,Tram Line 19,tram,2025-12-05 21:00:00,3,3,0,1300.0,9138.33,3.01
T020,Tram Line 20,tram,2025-12-05 21:00:00,9,8,0,1586.67,8143.22,21.84
T032,Tram Line 32,tram,2025-12-05 21:00:00,5,5,0,2064.0,6165.4,5.57
T035,Tram Line 35,tram,2025-12-05 21:00:00,6,6,0,1510.0,6293.17,21.81
T038,Tram Line 38,tram,2025-12-05 21:00:00,7,7,0,1740.0,5159.86,2.89
T039,Tram Line 39,tram,2025-12-05 21:00:00,5,4,0,2112.0,6296.2,21.99
B006,Bus Line 6,bus,2025-12-05 20:00:00,4,4,0,975.0,7376.25,6.74
B014,Bus Line 14,bus,2025-12-05 20:00:00,5,5,0,1476.0,6555.0,2.7
B016,Bus Line 16,bus,2025-12-05 20:00:00,1,1,0,2640.0,3972.0,3.43
B017,Bus Line 17,bus,2025-12-05 20:00:00,2,2,0,690.0,3042.0,19.94
B018,Bus Line 18,bus,2025-12-05 20:00:00,2,2,0,1170.0,3508.5,3.14
B024,Bus Line 24,bus,2025-12-05 20:00:00,2,1,0,1530.0,5004.0,6.59
B029,Bus Line 29,bus,2025-12-05 20:00:00,5,5,0,1224.0,7769.0,20.47
B030,Bus Line 30,bus,2025-12-05 20:00:00,4,4,0,1260.0,5611.0,5.98
B031,Bus Line 31,bus,2025-12-05 20:00:00,2,2,0,660.0,8193.0,3.12
B037,Bus Line 37,bus,2025-12-05 20:00:00,2,2,0,1980.0,6814.5,8.19
M001,Metro Line 1,metro,2025-12-05 20:00:00,5,5,0,1008.0,6086.0,2.52
M003,Metro Line 3,metro,2025-12-05 20:00:00,4,3,0,1410.0,6025.5,2.67
M004,Metro Line 4,metro,2025-12-05 20:00:00,4,3,0,1440.0,6994.75,2.73
M005,Metro Line 5,metro,2025-12-05 20:00:00,6,5,0,1250.0,6545.83,2.74
M008,Metro Line 8,metro,2025-12-05 20:00:00,4,3,0,1065.0,4983.5,2.66
M009,Metro Line 9,metro,2025-12-05 20:00:00,5,4,0,1488.0,5756.2,2.77
M010,Metro Line 10,metro,2025-12-05 20:00:00,4,4,0,1755.0,8745.0,23.49
M011,Metro Line 11,metro,2025-12-05 20:00:00,4,4,0,1815.0,10509.0,24.24
M015,Metro Line 15,metro,2025-12-05 20:00:00,7,6,0,1234.29,7322.43,6.58
M021,Metro Line 21,metro,2025-12-05 20:00:00,4,4,0,1635.0,7648.5,6.44
M022,Metro Line 22,metro,2025-12-05 20:00:00,6,6,0,1520.0,7738.0,6.47
M023,Metro Line 23,metro,2025-12-05 20:00:00,6,6,0,1480.0,6796.83,2.77
M025,Metro Line 25,metro,2025-12-05 20:00:00,5,5,0,1404.0,6548.8,2.74
M026,Metro Line 26,metro,2025-12-05 20:00:00,8,7,0,1297.5,6502.5,2.95
M027,Metro Line 27,metro,2025-12-05 20:00:00,3,3,0,1980.0,3566.67,21.33
M028,Metro Line 28,metro,2025-12-05 20:00:00,3,3,0,1660.0,6472.0,24.53
M033,Metro Line 33,metro,2025-12-05 20:00:00,6,6,0,1110.0,7225.67,2.42
M034,Metro Line 34,metro,2025-12-05 20:00:00,5,4,0,1620.0,7213.0,20.29
M036,Metro Line 36,metro,2025-12-05 20:00:00,5,4,0,1464.0,7642.8,2.8
M040,Metro Line 40,metro,2025-12-05 20:00:00,6,6,0,1100.0,7700.17,6.95
T002,Tram Line 2,tram,2025-12-05 20:00:00,6,5,0,1730.0,7218.33,2.85
T007,Tram Line 7,tram,2025-12-05 20:00:00,4,3,0,2145.0,8407.25,2.86
T012,Tram Line 12,tram,2025-12-05 20:00:00,3,3,0,1780.0,6650.0,19.55
T019,Tram Line 19,tram,2025-12-05 20:00:00,5,4,0,1188.0,5992.2,2.8
T020,Tram Line 20,tram,2025-12-05 20:00:00,6,6,0,1170.0,7074.0,21.78
T032,Tram Line 32,tram,2025-12-05 20:00:00,11,10,0,1494.55,7193.45,6.46
T035,Tram Line 35,tram,2025-12-05 20:00:00,2,1,0,870.0,6014.0,19.35
T038,Tram Line 38,tram,2025-12-05 20:00:00,6,6,0,1590.0,8024.0,2.63
T039,Tram Line 39,tram,2025-12-05 20:00:00,3,3,0,1460.0,6019.0,20.01
B006,Bus Line 6,bus,2025-12-05 19:00:00,8,8,0,1050.0,8635.5,6.43
B014,Bus Line 14,bus,2025-12-05 19:00:00,4,4,0,930.0,9050.5,2.83
B016,Bus Line 16,bus,2025-12-05 19:00:00,4,4,0,1980.0,6874.25,3.07
B018,Bus Line 18,bus,2025-12-05 19:00:00,4,3,0,1365.0,7676.0,3.08
B024,Bus Line 24,bus,2025-12-05 19:00:00,3,3,0,1200.0,7412.0,6.57
B029,Bus Line 29,bus,2025-12-05 19:00:00,8,6,0,1597.5,6184.62,22.45
B030,Bus Line 30,bus,2025-12-05 19:00:00,5,4,0,1212.0,9446.6,5.84
B031,Bus Line 31,bus,2025-12-05 19:00:00,5,5,0,1524.0,7019.6,2.78
B037,Bus Line 37,bus,2025-12-05 19:00:00,3,3,0,1620.0,7452.67,7.32
M001,Metro Line 1,metro,2025-12-05 19:00:00,6,4,0,1400.0,4659.17,2.84
M003,Metro Line 3,metro,2025-12-05 19:00:00,6,6,0,1280.0,9755.33,2.72
M004,Metro Line 4,metro,2025-12-05 19:00:00,4,4,0,1140.0,5125.75,2.65
M005,Metro Line 5,metro,2025-12-05 19:00:00,5,5,0,1416.0,6777.0,2.84
M008,Metro Line 8,metro,2025-12-05 19:00:00,5,5,0,1788.0,6266.4,2.82
M009,Metro Line 9,metro,2025-12-05 19:00:00,3,3,0,2020.0,7511.67,2.58
M010,Metro Line 10,metro,2025-12-05 19:00:00,4,4,0,1560.0,5733.0,20.99
M011,Metro Line 11,metro,2025-12-05 19:00:00,5,4,0,1596.0,7605.0,24.46
M013,Metro Line 13,metro,2025-12-05 19:00:00,9,8,0,1480.0,8600.89,7.0
M015,Metro Line 15,metro,2025-12-05 19:00:00,5,5,0,1236.0,8922.0,6.58
M021,Metro Line 21,metro,2025-12-05 19:00:00,5,5,0,1236.0,6005.8,6.81
M022,Metro Line 22,metro,2025-12-05 19:00:00,5,4,0,1272.0,7604.2,6.66
M023,Metro Line 23,metro,2025-12-05 19:00:00,3,3,0,1620.0,6257.33,3.14
M025,Metro Line 25,metro,2025-12-05 19:00:00,4,4,0,1020.0,7315.0,3.04
M026,Metro Line 26,metro,2025-12-05 19:00:00,4,3,0,2265.0,7662.5,3.17
M027,Metro Line 27,metro,2025-12-05 19:00:00,7,6,0,1182.86,6464.29,21.76
M028,Metro Line 28,metro,2025-12-05 19:00:00,6,6,0,1170.0,6022.5,20.86
M033,Metro Line 33,metro,2025-12-05 19:00:00,2,1,0,2550.0,8881.5,2.29
M034,Metro Line 34,metro,2025-12-05 19:00:00,4,4,0,1245.0,5316.75,24.01
M036,Metro Line 36,metro,2025-12-05 19:00:00,2,1,0,1380.0,4791.5,3.2
M040,Metro Line 40,metro,2025-12-05 19:00:00,5,5,0,1644.0,7356.4,6.51
T002,Tram Line 2,tram,2025-12-05 19:00:00,7,6,0,1182.86,8018.0,2.52
T007,Tram Line 7,tram,2025-12-05 19:00:00,2,2,0,1530.0,9205.5,2.61
T012,Tram Line 12,tram,2025-12-05 19:00:00,2,0,0,2310.0,5562.5,16.77
T019,Tram Line 19,tram,2025-12-05 19:00:00,4,4,0,1275.0,5501.75,2.8
T020,Tram Line 20,tram,2025-12-05 19:00:00,7,5,0,1397.14,6178.0,19.78
T032,Tram Line 32,tram,2025-12-05 19:00:00,2,1,0,780.0,4834.0,5.72
T035,Tram Line 35,tram,2025-12-05 19:00:00,7,4,0,1157.14,7139.71,24.3
T038,Tram Line 38,tram,2025-12-05 19:00:00,2,1,0,570.0,8252.5,2.37
T039,Tram Line 39,tram,2025-12-05 19:00:00,1,1,0,360.0,5369.0,18.22
B006,Bus Line 6,bus,2025-12-05 18:00:00,3,3,0,1280.0,9641.0,6.7
B014,Bus Line 14,bus,2025-12-05 18:00:00,7,7,0,1208.57,6695.0,2.96
B016,Bus Line 16,bus,2025-12-05 18:00:00,3,3,0,1340.0,4988.33,2.62
B017,Bus Line 17,bus,2025-12-05 18:00:00,9,9,0,1640.0,8099.22,20.88
B018,Bus Line 18,bus,2025-12-05 18:00:00,4,3,0,1335.0,7570.25,2.89
B024,Bus Line 24,bus,2025-12-05 18:00:00,4,4,0,1815.0,9540.25,6.18
B029,Bus Line 29,bus,2025-12-05 18:00:00,2,1,0,1020.0,4342.5,22.27
B030,Bus Line 30,bus,2025-12-05 18:00:00,4,2,0,1725.0,5508.75,6.27
B031,Bus Line 31,bus,2025-12-05 18:00:00,5,5,0,1848.0,6607.6,2.91
B037,Bus Line 37,bus,2025-12-05 18:00:00,5,4,0,1116.0,7479.8,6.07
M001,Metro Line 1,metro,2025-12-05 18:00:00,6,4,0,1770.0,6927.5,2.52
M004,Metro Line 4,metro,2025-12-05 18:00:00,1,0,0,1560.0,3834.0,2.9
M005,Metro Line 5,metro,2025-12-05 18:00:00,3,3,0,1480.0,4748.67,2.83
M008,Metro Line 8,metro,2025-12-05 18:00:00,5,5,0,900.0,6334.2,2.51
M009,Metro Line 9,metro,2025-12-05 18:00:00,3,3,0,1100.0,3410.67,2.55
M010,Metro Line 10,metro,2025-12-05 18:00:00,7,7,0,1457.14,5452.14,22.49
M011,Metro Line 11,metro,2025-12-05 18:00:00,5,4,0,1260.0,6183.8,23.65
M013,Metro Line 13,metro,2025-12-05 18:00:00,5,5,0,1224.0,8785.2,6.27
M015,Metro Line 15,metro,2025-12-05 18:00:00,2,2,0,780.0,8452.5,6.86
M021,Metro Line 21,metro,2025-12-05 18:00:00,5,5,0,1536.0,7216.4,6.04
M022,Metro Line 22,metro,2025-12-05 18:00:00,8,7,0,1635.0,8294.25,6.43
M023,Metro Line 23,metro,2025-12-05 18:00:00,1,1,0,2280.0,10956.0,3.39
M025,Metro Line 25,metro,2025-12-05 18:00:00,6,6,0,1740.0,7811.17,2.75
M026,Metro Line 26,metro,2025-12-05 18:00:00,2,2,0,2190.0,9123.5,3.01
M027,Metro Line 27,metro,2025-12-05 18:00:00,7,6,0,1620.0,6546.71,22.8
M028,Metro Line 28,metro,2025-12-05 18:00:00,4,4,0,675.0,8899.0,21.13
M033,Metro Line 33,metro,2025-12-05 18:00:00,4,3,0,1665.0,4260.5,2.5
M034,Metro Line 34,metro,2025-12-05 18:00:00,1,1,0,600.0,6629.0,23.68
M036,Metro Line 36,metro,2025-12-05 18:00:00,5,5,0,1476.0,4573.2,2.54
M040,Metro Line 40,metro,2025-12-05 18:00:00,5,5,0,1320.0,8925.6,5.93
T002,Tram Line 2,tram,2025-12-05 18:00:00,4,3,0,1305.0,8405.0,2.84
T007,Tram Line 7,tram,2025-12-05 18:00:00,4,4,0,1695.0,7888.75,2.88
T012,Tram Line 12,tram,2025-12-05 18:00:00,2,1,0,1770.0,8224.5,23.35
T019,Tram Line 19,tram,2025-12-05 18:00:00,5,5,0,1992.0,7657.8,2.79
T020,Tram Line 20,tram,2025-12-05 18:00:00,6,6,0,1660.0,9078.17,22.77
T032,Tram Line 32,tram,2025-12-05 18:00:00,2,2,0,1500.0,9853.0,7.98
T035,Tram Line 35,tram,2025-12-05 18:00:00,5,5,0,1716.0,6904.6,21.96
T038,Tram Line 38,tram,2025-12-05 18:00:00,4,2,0,1620.0,7085.75,2.79
T039,Tram Line 39,tram,2025-12-05 18:00:00,5,5,0,1812.0,9029.6,21.88
B006,Bus Line 6,bus,2025-12-05 17:00:00,2,2,0,1560.0,11218.5,7.56
B014,Bus Line 14,bus,2025-12-05 17:00:00,4,4,0,675.0,6763.5,2.57
B016,Bus Line 16,bus,2025-12-05 17:00:00,6,6,0,1740.0,8631.83,2.96
B017,Bus Line 17,bus,2025-12-05 17:00:00,4,2,0,1560.0,7772.5,18.62
B018,Bus Line 18,bus,2025-12-05 17:00:00,2,2,0,840.0,5086.5,2.53
B024,Bus Line 24,bus,2025-12-05 17:00:00,3,3,0,1920.0,10713.0,6.58
B029,Bus Line 29,bus,2025-12-05 17:00:00,3,3,0,540.0,7629.33,18.61
B030,Bus Line 30,bus,2025-12-05 17:00:00,2,0,0,480.0,8338.5,6.46
B031,Bus Line 31,bus,2025-12-05 17:00:00,3,3,0,1420.0,6760.0,2.81
B037,Bus Line 37,bus,2025-12-05 17:00:00,4,4,0,1755.0,8267.0,6.35
M001,Metro Line 1,metro,2025-12-05 17:00:00,3,3,0,1940.0,5189.67,2.82
M003,Metro Line 3,metro,2025-12-05 17:00:00,4,3,0,1635.0,5254.5,2.93
M004,Metro Line 4,metro,2025-12-05 17:00:00,4,4,0,1230.0,4917.25,2.71
M005,Metro Line 5,metro,2025-12-05 17:00:00,5,5,0,1080.0,7270.0,2.44
M008,Metro Line 8,metro,2025-12-05 17:00:00,2,2,0,1650.0,7957.5,2.64
M009,Metro Line 9,metro,2025-12-05 17:00:00,5,5,0,1380.0,9327.8,2.71
M010,Metro Line 10,metro,2025-12-05 17:00:00,2,1,0,1620.0,6200.5,21.54
M011,Metro Line 11,metro,2025-12-05 17:00:00,5,5,0,1980.0,6591.8,22.77
M013,Metro Line 13,metro,2025-12-05 17:00:00,4,3,0,1380.0,4645.75,6.78
M015,Metro Line 15,metro,2025-12-05 17:00:00,3,3,0,660.0,8067.0,6.43
M021,Metro Line 21,metro,2025-12-05 17:00:00,1,1,0,1740.0,6727.0,8.28
M022,Metro Line 22,metro,2025-12-05 17:00:00,4,4,0,1800.0,7039.75,6.22
M023,Metro Line 23,metro,2025-12-05 17:00:00,4,4,0,1050.0,5205.75,2.63
M025,Metro Line 25,metro,2025-12-05 17:00:00,7,6,0,1602.86,8132.14,2.67
M026,Metro Line 26,metro,2025-12-05 17:00:00,5,4,0,1572.0,7950.0,2.38
M027,Metro Line 27,metro,2025-12-05 17:00:00,4,4,0,1710.0,4862.25,21.51
M028,Metro Line 28,metro,2025-12-05 17:00:00,6,6,0,1260.0,7092.33,22.76
M033,Metro Line 33,metro,2025-12-05 17:00:00,2,2,0,1380.0,5527.0,2.94
M034,Metro Line 34,metro,2025-12-05 17:00:00,6,6,0,1570.0,5371.17,23.77
M036,Metro Line 36,metro,2025-12-05 17:00:00,2,2,0,1620.0,6903.0,2.69
T002,Tram Line 2,tram,2025-12-05 17:00:00,2,1,0,1950.0,7546.5,2.91
T007,Tram Line 7,tram,2025-12-05 17:00:00,6,6,0,1490.0,9179.33,2.84
T012,Tram Line 12,tram,2025-12-05 17:00:00,4,4,0,1395.0,5734.5,22.77
T019,Tram Line 19,tram,2025-12-05 17:00:00,1,1,0,1260.0,2739.0,2.36
T020,Tram Line 20,tram,2025-12-05 17:00:00,4,4,0,1170.0,9003.0,17.31
T032,Tram Line 32,tram,2025-12-05 17:00:00,7,7,0,857.14,6687.43,6.78
T035,Tram Line 35,tram,2025-12-05 17:00:00,5,4,0,1440.0,7226.0,22.6
T038,Tram Line 38,tram,2025-12-05 17:00:00,2,1,0,2520.0,12930.0,2.97
T039,Tram Line 39,tram,2025-12-05 17:00:00,8,7,0,1717.5,6313.38,22.66
B006,Bus Line 6,bus,2025-12-05 16:00:00,3,2,0,1540.0,7296.0,5.6
B014,Bus Line 14,bus,2025-12-05 16:00:00,10,9,0,1590.0,8455.2,2.91
B016,Bus Line 16,bus,2025-12-05 16:00:00,4,4,0,1230.0,5935.5,2.17
B018,Bus Line 18,bus,2025-12-05 16:00:00,3,3,0,1500.0,7612.67,2.7
B024,Bus Line 24,bus,2025-12-05 16:00:00,3,3,0,1540.0,8712.0,7.57
B029,Bus Line 29,bus,2025-12-05 16:00:00,5,4,0,1824.0,7401.6,21.3
B030,Bus Line 30,bus,2025-12-05 16:00:00,2,2,0,1230.0,9628.0,6.52
B031,Bus Line 31,bus,2025-12-05 16:00:00,5,4,0,1716.0,6918.8,3.08
B037,Bus Line 37,bus,2025-12-05 16:00:00,4,4,0,1590.0,6392.5,6.19
M001,Metro Line 1,metro,2025-12-05 16:00:00,6,6,0,1260.0,7621.0,2.46
M003,Metro Line 3,metro,2025-12-05 16:00:00,6,6,0,2080.0,8168.0,2.56
M004,Metro Line 4,metro,2025-12-05 16:00:00,5,5,0,1728.0,6962.2,2.59
M005,Metro Line 5,metro,2025-12-05 16:00:00,3,2,0,1620.0,6431.67,3.04
M008,Metro Line 8,metro,2025-12-05 16:00:00,3,2,0,2000.0,13653.0,2.38
M009,Metro Line 9,metro,2025-12-05 16:00:00,4,4,0,1935.0,5335.0,2.73
M010,Metro Line 10,metro,2025-12-05 16:00:00,2,1,0,2160.0,7171.5,25.07
M011,Metro Line 11,metro,2025-12-05 16:00:00,3,3,0,1000.0,8994.0,20.76
M013,Metro Line 13,metro,2025-12-05 16:00:00,6,6,0,1530.0,5082.83,6.22
M015,Metro Line 15,metro,2025-12-05 16:00:00,7,6,0,1157.14,8420.57,6.37
M021,Metro Line 21,metro,2025-12-05 16:00:00,3,2,0,1440.0,9241.0,5.99
M022,Metro Line 22,metro,2025-12-05 16:00:00,4,3,0,1830.0,6148.25,6.77
M023,Metro Line 23,metro,2025-12-05 16:00:00,5,5,0,1692.0,7098.8,2.73
M025,Metro Line 25,metro,2025-12-05 16:00:00,10,10,0,1356.0,7873.0,2.89
M026,Metro Line 26,metro,2025-12-05 16:00:00,3,3,0,1580.0,6298.33,3.06
M027,Metro Line 27,metro,2025-12-05 16:00:00,2,2,0,2220.0,8540.0,24.22
M028,Metro Line 28,metro,2025-12-05 16:00:00,4,4,0,1530.0,5181.75,21.26
M033,Metro Line 33,metro,2025-12-05 16:00:00,5,5,0,1296.0,8448.4,2.36
M034,Metro Line 34,metro,2025-12-05 16:00:00,3,3,0,1100.0,8163.0,19.8
M036,Metro Line 36,metro,2025-12-05 16:00:00,7,5,0,1200.0,6736.71,2.56
M040,Metro Line 40,metro,2025-12-05 16:00:00,1,1,0,780.0,3256.0,7.8
T002,Tram Line 2,tram,2025-12-05 16:00:00,8,8,0,1507.5,7329.25,2.87
T007,Tram Line 7,tram,2025-12-05 16:00:00,5,4,0,1524.0,6023.6,2.54
T012,Tram Line 12,tram,2025-12-05 16:00:00,3,3,0,2080.0,9731.67,21.17
T019,Tram Line 19,tram,2025-12-05 16:00:00,4,4,0,1650.0,6252.75,2.81
T020,Tram Line 20,tram,2025-12-05 16:00:00,2,2,0,2610.0,9664.0,16.74
T032,Tram Line 32,tram,2025-12-05 16:00:00,1,1,0,2460.0,4685.0,8.25
T035,Tram Line 35,tram,2025-12-05 16:00:00,2,2,0,1170.0,10290.5,22.73
T038,Tram Line 38,tram,2025-12-05 16:00:00,7,7,0,1002.86,5598.29,2.64
T039,Tram Line 39,tram,2025-12-05 16:00:00,4,4,0,1860.0,4846.0,21.39
B006,Bus Line 6,bus,2025-12-05 15:00:00,2,2,0,510.0,9385.0,8.29
B014,Bus Line 14,bus,2025-12-05 15:00:00,5,5,0,1368.0,6149.0,2.89
B016,Bus Line 16,bus,2025-12-05 15:00:00,3,3,0,1640.0,7124.33,2.61
B017,Bus Line 17,bus,2025-12-05 15:00:00,5,5,0,1308.0,7205.4,21.47
B018,Bus Line 18,bus,2025-12-05 15:00:00,2,2,0,930.0,7644.0,2.41
B024,Bus Line 24,bus,2025-12-05 15:00:00,3,3,0,1620.0,6165.67,6.48
B029,Bus Line 29,bus,2025-12-05 15:00:00,5,5,0,1188.0,8797.2,19.36
B030,Bus Line 30,bus,2025-12-05 15:00:00,2,2,0,1740.0,4195.0,7.1
B031,Bus Line 31,bus,2025-12-05 15:00:00,2,1,0,1830.0,9286.5,2.89
B037,Bus Line 37,bus,2025-12-05 15:00:00,3,2,0,2320.0,5739.0,6.18
M001,Metro Line 1,metro,2025-12-05 15:00:00,3,2,0,1120.0,5111.67,3.02
M003,Metro Line 3,metro,2025-12-05 15:00:00,3,3,0,1700.0,6030.67,3.15
M004,Metro Line 4,metro,2025-12-05 15:00:00,6,6,0,2090.0,7491.67,2.53
M005,Metro Line 5,metro,2025-12-05 15:00:00,4,4,0,1530.0,7454.25,2.81
M008,Metro Line 8,metro,2025-12-05 15:00:00,5,5,0,1272.0,6973.2,2.63
M009,Metro Line 9,metro,2025-12-05 15:00:00,6,6,0,1340.0,8226.67,2.49
M010,Metro Line 10,metro,2025-12-05 15:00:00,8,7,0,1110.0,5486.88,19.66
